"","�..","YEAR","SITEID","PLOTID","SITE.PLOT","RC_INTERP","ESG","STM","STATE_INTERP","PHASE_INTERP","REFERENCENUM","REFERENCE","ESGEN","ACHNA","ANNUAL","ARAD","ARFRI","BARTEM","CLEIST","CXDU","LEYM","ELCHN","MEADPF","MEADPG","NISB","PPFF","PPGG","SMBPG","STBA","STGBGL","STGR","STIPA","STKR","SRC","GOOD.ARTEMISIA","HIMTNMEADOWSPP","OTHER.ALLIUM","SHRUB","SUB.SHRUB","CXPED","POTAC","POTBI","PCT.FOLIAR.COVER","PCT.BARE.SOIL","SPECIES.COUNT","SITENAME","LINEID","TOTALWTHECTARE","RC.Class","state.Class"
"1291",1291,2013,"UM-MANLAI","DALAI_HASHAALAAGUI TALBAI","UM-Manlai / Dalai_Hashaalaagui talbai","II","Gravelly",14,2,2.1,2,"No","Stipa gobica/ Stpa glareosa –grass rangeland in Gravelly hills ESG, Desert steppe",0,2.5,0,0,0,1.25,0,0.5,0.5,0,0,0,2.5,0.25,0,0,7.25,0,0,0,1,0.5,0,3.5,0,0,0,0,0,18.5,31.75,12,"Umnugovi-Manlai",1,22.60053062,"III","2"
"1292",1292,2013,"UM-MANLAI","DALAI_NARAN","UM-Manlai / Dalai_Naran","I","sandy ",16,1,1.1,1,"Yes","STGL/STGO-ALLPO rangeland in Sandy plain ESG , Desert steppe",0,0.25,0,3.25,0,0.25,0,0.25,0.25,0,0,0,0.25,0,0,0,20,0,0,0,1,0,0,2.75,0,0,0,0,0,26.5,38.5,11,"Umnugovi-Manlai",1,90.60211945,"I","1"
"1293",1293,2013,"UM-MANLAI","JARGALANT_SONOR","UM-Manlai / Jargalant_Sonor","I","sandy",16,1,1.1,1,"Yes","STGL/STGO-ALLPO rangeland in Sandy plain ESG , Desert steppe",0,0.5,NA,0,0,2.75,NA,NA,NA,0,0,NA,1.5,0,0,0,13.75,0,0,0,0,0,0,1,0,0,NA,NA,NA,24.75,51.5,8,"Umnugovi-Manlai",1,22.60053062,"I","1"
"1294",1294,2013,"UM-MANLAI","UGUUMUR_GYN BAYAN","UM-Manlai / Uguumur_Gyn bayan","I","Sandy",16,1,1.1,1,"Yes","STGL/STGO-ALLPO rangeland in Sandy plain ESG , Desert steppe",0,0.75,0,1.25,0,0.75,0,0.25,0.25,0,0,0,0,0,0,0,11.5,0,0,0,1,0,0,2,0,0,0,0,0,17,38.75,10,"Umnugovi-Manlai",1,45.40106583,"I","1"
"1295",1295,2013,"UM-MANLAI","UYHII_TOONOT","UM-Manlai / Uyhii_Toonot","II","Loamy",15,1,1.2,2,"No","STGL/STGO-semi shrubs rangeland in Loamy covered gravelly plain ESG, desert steppe",0,0.75,NA,0,0,1.5,NA,NA,NA,0,0,NA,0,1.5,2.5,0,1,0,0,0,0,0,0,0,0,0,NA,NA,NA,15.75,44.5,7,"Umnugovi-Manlai",1,242.005661,"II","2"
"1296",1296,2013,"UM-NOMGON","BOGD-ZANGANII TSAGAAN NURUU","UM-Nomgon / Bogd-Zanganii tsagaan nuruu","II","Loamy",15,1,1.2,2,"No","STGL/STGO-semi shrubs rangeland in Loamy covered gravelly plain ESG, desert steppe",0,0,NA,0,0,0,NA,NA,NA,0,0,NA,0,0,0,0,6,0,0,0,0,0,0,0,0,0,NA,NA,NA,12.5,78.25,4,"Umnugovi-Nomgon",1,18.60043716,"II","2"
"1297",1297,2013,"UM-NOMGON","DERSENE US-IH DEN","UM-Nomgon / Dersene us-Ih den","I","Sandy",19,1,1.1,1,"Yes","Desert rangeland with shrubs in Sandy ESG, Desert",0,0,NA,0,0,0.5,NA,NA,NA,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,10.75,83.75,4,"Umnugovi-Nomgon",1,143.4033661,"I","1"
"1298",1298,2013,"UM-NOMGON","EMGENBULAG-EMGENBULAG","UM-Nomgon / Emgenbulag-Emgenbulag","I","Loamy",15,1,1.1,1,"Yes","STGL/STGO-semi shrubs rangeland in Loamy covered gravelly plain ESG, desert steppe",0,0,NA,0,0,1,NA,NA,NA,0,0,NA,0,0,0,0,7.75,0,0,0,0,0,0,0,0,0,NA,NA,NA,14.5,82,5,"Umnugovi-Nomgon",1,120.0028,"II","2"
"1299",1299,2013,"UM-NOMGON","HARMARTAI-BUUR HAIRHAN","UM-Nomgon / Harmartai-Buur hairhan","II","Loamy",15,1,1.2,2,"No","STGL/STGO-semi shrubs rangeland in Loamy covered gravelly plain ESG, desert steppe",0,0,NA,0,0,0,NA,NA,NA,0,0,NA,0,0,0,0,3.25,0,0,0,0,0,0,0,0,0,NA,NA,NA,12.5,80,4,"Umnugovi-Nomgon",1,127.6029816,"II","2"
"1300",1300,2013,"UM-NOMGON","SUMIIN TUV-HASHAALAAGUI TALBAI","UM-Nomgon / Sumiin tuv-Hashaalaagui talbai","I","Loamy",15,1,1.1,1,"Yes","STGL/STGO-semi shrubs rangeland in Loamy covered gravelly plain ESG, desert steppe",0,0,NA,0,0,0.25,NA,NA,NA,0,0,NA,0,0,0,0,9.5,0,0,0,0,0,0,0,0,0,NA,NA,NA,19.75,76,6,"Umnugovi-Nomgon",1,132.8031158,"II","2"
"1301",1301,2013,"UM-NOMGON","TUHUM-32-IIN HUDAG","UM-Nomgon / Tuhum-32-iin hudag","II","Loamy",15,1,1.2,2,"No","STGL/STGO-semi shrubs rangeland in Loamy covered gravelly plain ESG, desert steppe",0,0,NA,3,0,0,NA,NA,NA,0,0,NA,0,0,0,0,1,0,0,0,0,0,0,0,0,0,NA,NA,NA,15.5,78.25,5,"Umnugovi-Nomgon",1,102.2023926,"II","2"
"1302",1302,2013,"UM-NOYON","GANZAGAD_TSOOHONDOI","UM-Noyon / Ganzagad_Tsoohondoi","I","Sandy",19,1,1.1,1,"Yes","Desert rangeland with shrubs in Sandy ESG, Desert",0,0,0,0,0,0,0,0,0,0,0,0.75,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,5,91.25,5,"Umnugovi-Noyon",1,164.4038391,"I","1"
"1303",1303,2013,"UM-NOYON","SAIRAN_H-GUI TALBAI HOTOL","UM-Noyon / Sairan_H-gui talbai Hotol","II","Loamy",15,1,1.2,2,"No","STGL/STGO-semi shrubs rangeland in Loamy covered gravelly plain ESG, desert steppe",0,0,NA,0,0,0,NA,NA,NA,0,0,NA,0,0,0,0,4.75,0,0,0,2,0,0,0,0,0,NA,NA,NA,13.25,82.25,5,"Umnugovi-Noyon",1,66.80156708,"II","2"
"1304",1304,2013,"UM-NOYON","SAIRAN_SUUJ","UM-Noyon / Sairan_Suuj","I","Gravelly",14,1,1.1,1,"Yes","Stipa gobica/ Stpa glareosa –grass rangeland in Gravelly hills ESG, Desert steppe",0,0,NA,3.5,0,0,NA,NA,NA,0,0,NA,0.5,0,0,0,24,0,0,0,1,0,0,0,0,0,NA,NA,NA,29.5,51.75,5,"Umnugovi-Noyon",1,70.60166168,"I","1"
"1305",1305,2013,"UM-SEVREI","BYILSEN_NARAN HASHAALAAGUI","UM-Sevrei / Byilsen_Naran hashaalaagui","II","Gravelly",14,2,2.1,2,"No","Stipa gobica/ Stpa glareosa –grass rangeland in Gravelly hills ESG, Desert steppe",0,0,NA,0,0,0,NA,NA,NA,0,0,NA,0,0,0,0,4.5,0,0,0,0,0,0,0,0,0,NA,NA,NA,10.5,83.75,4,"Umnugovi-Sevrei",1,6.800159454,"III","2"
"1306",1306,2013,"UM-SEVREI","BYILSEN_UVT","UM-Sevrei / Byilsen_Uvt","I","Gravelly",14,1,1.1,1,"Yes","Stipa gobica/ Stpa glareosa –grass rangeland in Gravelly hills ESG, Desert steppe",0,0,NA,7.5,0,0,NA,NA,NA,0,0,NA,1.5,0,0,0,26,0,0,0,0,0,0,0,0,0,NA,NA,NA,37.5,49.5,5,"Umnugovi-Sevrei",1,33.00077438,"I","1"
"1307",1307,2013,"UM-SEVREI","HOOLT_ ZADGAISHAND","UM-Sevrei / Hoolt_ Zadgaishand","I","Loamy",15,1,1.1,1,"Yes","STGL/STGO-semi shrubs rangeland in Loamy covered gravelly plain ESG, desert steppe",0,0,NA,0.5,0,0,NA,NA,NA,0,0,NA,1.5,0,0,0,33.25,0,0,0,0,0,0,0,0,0,NA,NA,NA,43.5,55.25,5,"Umnugovi-Sevrei",1,33.60078812,"I","1"
"1308",1308,2013,"UM-SEVREI","SAINSHAND_ 2 HUDGIIN TESEG","UM-Sevrei / Sainshand_ 2 hudgiin teseg","II","Loamy",18,2,2.1,2,"No","Desert rangeland with Anabasis in Loamy covered gravelly ESG, Desert",0,4,NA,0.5,0,0,NA,NA,NA,0,0,NA,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,7.25,60.75,6,"Umnugovi-Sevrei",1,23.80055809,"I","1"
"1309",1309,2013,"UM-TSOGT-OVOO","BOR TEEG-BOR HURUU","UM-Tsogt-Ovoo / Bor teeg-Bor huruu","II","Loamy",15,1,1.2,2,"No","STGL/STGO-semi shrubs rangeland in Loamy covered gravelly plain ESG, desert steppe",0,0,NA,0,0,0,NA,NA,NA,0,0,NA,0,0,0,0,0,0,0,0,1,0,0,0,0,0,NA,NA,NA,8,85.5,3,"Umnugovi-Tsogt-Ovoo",1,60.00139999,"II","2"
"1310",1310,2013,"UM-TSOGT-OVOO","BOR TEEG-YAMAAGIIN SHAND","UM-Tsogt-Ovoo / Bor teeg-Yamaagiin shand","I","sandy ",16,1,1.2,2,"No","STGL/STGO-ALLPO rangeland in Sandy plain ESG , Desert steppe",0,0.25,0,2.25,0,2.25,4,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,2.75,0,0,0,0,0,22.5,69.75,11,"Umnugovi-Tsogt-Ovoo",1,261.8061218,"I","1"
"1311",1311,2013,"UM-TSOGT-OVOO","NAIZ-ERJIN","UM-Tsogt-Ovoo / Naiz-Erjin","I","sandy",16,1,1.2,2,"No","STGL/STGO-ALLPO rangeland in Sandy plain ESG , Desert steppe",0,0,NA,11.75,0,2.75,NA,NA,NA,0,0,NA,0,0,0,0,7.25,0,0,0,0,0,0,0,0,0,NA,NA,NA,26.25,66.5,5,"Umnugovi-Tsogt-Ovoo",1,112.2026291,"I","1"
"1312",1312,2013,"UM-TSOGT-OVOO","ZAMIIN SHAND-ZAVAG","UM-Tsogt-Ovoo / Zamiin shand-Zavag","III","Sandy ",16,2,2.2,2,"No","STGL/STGO-ALLPO rangeland in Sandy plain ESG , Desert steppe",0,0,NA,0,0,0.25,NA,NA,NA,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,16.5,71.25,4,"Umnugovi-Tsogt-Ovoo",1,107.4025116,"IV","3"
"1313",1313,2013,"UM-TSOGTTSETSII","BILGEH-ZALAA","UM-Tsogttsetsii / Bilgeh-Zalaa","I","sandy ",16,1,1.1,1,"Yes","STGL/STGO-ALLPO rangeland in Sandy plain ESG , Desert steppe",0,0,NA,3,0,5.75,NA,NA,NA,0,0,NA,0,0,0,0,21,0,0,0,0,0,0,2,0,0,NA,NA,NA,34.75,48.25,6,"Umnugovi-Tsogttsetsii",1,160.2037506,"I","1"
"1314",1314,2013,"UM-TSOGTTSETSII","SIIRST-TSATGALAN","UM-Tsogttsetsii / Siirst-Tsatgalan","I","sandy ",16,1,1.1,1,"Yes","STGL/STGO-ALLPO rangeland in Sandy plain ESG , Desert steppe",0,0,NA,1.5,0,2.5,NA,NA,NA,0,0,NA,0,0,0,0,11.75,0,0,0,0,0,0,9.25,0,0,NA,NA,NA,28.5,68.5,6,"Umnugovi-Tsogttsetsii",1,114.8026886,"I","1"
"1315",1315,2013,"UM-TSOGTTSETSII","TSAGAAN-OVOO-TAWANTOLGOI","UM-Tsogttsetsii / Tsagaan-Ovoo-Tawantolgoi","I","Sandy ",16,1,1.2,2,"No","STGL/STGO-ALLPO rangeland in Sandy plain ESG , Desert steppe",0,0,NA,1.75,0,1.25,NA,NA,NA,0,0,NA,0,0,0,0,6,0,0,0,0,0,0,5,0,0,NA,NA,NA,20.5,57.25,6,"Umnugovi-Tsogttsetsii",1,66.00154877,"I","1"
"1316",1316,2013,"UM-TSOGTTSETSII","UGUUMUR-HASHAALAAGUI TALBAI","UM-Tsogttsetsii / Uguumur-Hashaalaagui talbai","I","Sandy ",16,1,1.2,2,"No","STGL/STGO-ALLPO rangeland in Sandy plain ESG , Desert steppe",0,0,NA,7.75,0,0.5,NA,NA,NA,0,0,NA,0,0,0,0,6.75,0,0,0,0,0,0,7.75,0,0,NA,NA,NA,25.75,52.75,7,"Umnugovi-Tsogttsetsii",1,90.80213165,"I","1"
"1317",1317,2013,"UV-BARUUNTURUUN","BAYN AIRAG","UV-Baruunturuun / Bayn airag","II","Loamy",3,2,2.1,2,"No","STBA-forbs meadow rangeland in loamy fan ESG, FS",0,0,0,12,0,0,15.5,0,0,0,0,0,13.5,0,31.25,18.25,0,0,0,0,0,0.5,0,3.25,0,0,0,12.25,1,80.75,15.75,12,"Uvs-Baruunturuun",1,403.0094299,"I","1"
"1318",1318,2013,"UV-BARUUNTURUUN","HERBIIN GANGA","UV-Baruunturuun / Herbiin ganga","II","Loamy",2,2,2.1,2,"No","SBG-forb rangeland in Loamy fan and mountain valley ESG, FS",0,0,0,6,0,0,0,0,0,0,0,0,9,0,23.5,0,0,0,0,31,0,8,0,15.5,0,0.75,0,0.75,0.5,76.75,14.5,12,"Uvs-Baruunturuun",1,235.4055023,"I","1"
"1319",1319,2013,"UV-BARUUNTURUUN","NISEHIIN DENJ","UV-Baruunturuun / Nisehiin denj","III","Loamy",2,2,2.2,2,"No","SBG-forb rangeland in Loamy fan and mountain valley ESG, FS",0,0,0,12,0,0,7,0,0,0,0,0,29.5,6,9,0,0,0,0,11,0,9.5,0,0,0,2.5,0,12.25,4,71.5,27,14,"Uvs-Baruunturuun",1,144.6033936,"I","1"
"1320",1320,2013,"UV-BARUUNTURUUN","SHAD","UV-Baruunturuun / Shad","I","Loamy",3,1,1.2,2,"No","STBA-forbs meadow rangeland in loamy fan ESG, FS",0,0,0,8,0,0,9,0,0,0,0,0,4,0,10.5,60.75,0,0,0,0,0,0,0,9.75,0,0,0,0.75,3.25,89.25,6.5,10,"Uvs-Baruunturuun",1,706.6165771,"I","1"
"1321",1321,2013,"UV-BARUUNTURUUN","ZVVNTURUUN","UV-Baruunturuun / Zvvnturuun","I","Loamy",2,1,1.2,2,"No","SBG-forb rangeland in Loamy fan and mountain valley ESG, FS",0,0,0,10.5,0,0,7,0,0,0,0,0,18.25,0,13.75,0,0,0,0,28.5,0,6.75,0,0,0,0.25,0,10.5,5.75,75.75,17.25,13,"Uvs-Baruunturuun",1,192.6045074,"I","1"
"1322",1322,2013,"UV-BUHMURUN","HAR HADIIN DENJ-1","UV-Buhmurun / har hadiin denj-1","III","Sandy loam",8,2,2.2,2,"No","STKR- CLSQ- forbs rangeland in Sandy loam alluvial fan ESG, Steppe",0,0,0,34.25,0,0,17.5,0,0,0,0,0,23.25,11.5,6.75,0,0,0,0,0,0,6.75,0,0,0,0,0,0,0,83,11,17,"Uvs-buhmurun",1,367.2085571,"III","3"
"1323",1323,2013,"UV-BUHMURUN","HUH TOLGOI","UV-Buhmurun / huh tolgoi","I","Sandy loam",12,1,1.1,1,"Yes","STKR-STGL/STGO-CLSQ rangeland in Sandy loamy covered gravelly plain ESG, Semi desert steppe",0,5.25,NA,1.25,0,0,NA,NA,NA,0,0,NA,1.75,0,7,0,0,0,0,48.25,0,0.25,0,0,0,0,NA,NA,NA,60,15.25,10,"Uvs-buhmurun",1,312.2073059,"I","1"
"1324",1324,2013,"UV-BUHMURUN","MUST","UV-Buhmurun / must","I","Gravelly",24,1,1.1,1,"Yes","STKR- CLSQ- forbs rangeland in Sandy loam alluvial fan ESG, Steppe",0,0,NA,14.25,0,0,NA,NA,NA,0,0,NA,42.75,1,19.75,0,0,0,0,32,0,0,0,0,0,0,NA,NA,NA,92,5,14,"Uvs-buhmurun",1,162.2037964,"I","1"
"1325",1325,2013,"UV-DAVST","CHULUUN HASHAA","UV-Davst / Chuluun hashaa","I","Gravelly",11,1,1.1,1,"Yes","STKR-STGL/STGO- Grass with Semishrubs rangeland in Gravelly hills ESG, Semi desert steppe",0,0,NA,0,0,2.75,NA,NA,NA,0,0,NA,1.5,0,0,0,0,0,0,40.25,0,1.25,0,0,0,0,NA,NA,NA,47.5,40,6,"Uvs-Davst",1,110.2025757,"I","1"
"1326",1326,2013,"UV-DAVST","SHAR TOLGOI","UV-Davst / Shar tolgoi","I","Sandy loam",8,1,1.1,1,"Yes","STKR- CLSQ- forbs rangeland in Sandy loam alluvial fan ESG, Steppe",0,0,7.5,11.25,7.5,0,0,0,0,0,0,0,1.75,0,0,0,1,0,0,56.5,0,12.25,0,0,0,0,0,0,0,83.25,14.5,10,"Uvs-Davst",1,286.2066956,"I","1"
"1327",1327,2013,"UV-DAVST","SHAVART","UV-Davst / Shavart","I","High water table",13,1,1.1,1,"Yes","ACSP/SCHI dominated solonchak in HWT ESG, Semidesert steppe",0,0,0,0,0,0,68.25,0,0,0,0,0,1,19.75,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,85,10.75,4,"Uvs-Davst",1,77.80182648,"II","2"
"1328",1328,2013,"UV-DAVST","SUUG","UV-Davst / Suug","I","Loamy",15,1,1.1,1,"Yes","STGL/STGO-semi shrubs rangeland in Loamy covered gravelly plain ESG, desert steppe",0,0,NA,0,0,0,NA,NA,NA,0,0,NA,0.5,0,0,0,15.25,0,0,0,1,0.25,0,0,0,0,NA,NA,NA,59,4.75,6,"Uvs-Davst",1,NA,"I","1"
"1329",1329,2013,"UV-DAVST","TORHILOG","UV-Davst / Torhilog","I","High water table",13,1,1.1,1,"Yes","ACSP/SCHI dominated solonchak in HWT ESG, Semidesert steppe",0,0.25,0,0.25,0,0,0,0,0,0,0,0,39.25,7.25,1.5,0,0,0,0,46.75,0,3.25,0,0,0,0,0,0,39.25,80,8.25,8,"Uvs-Davst",1,171.0039978,"I","1"
"1330",1330,2013,"UV-HOVD","BOGDIIN GANYY","UV-Hovd / Bogdiin ganyy","II","Sandy loam",8,2,2.1,2,"No","STKR- CLSQ- forbs rangeland in Sandy loam alluvial fan ESG, Steppe",0,3.25,0,0,0,0,0,0,0,0,0,0,7.25,8.75,0,0,0,0,0,14.25,0,0,0,0,0,0,6.25,0,0,41.75,43.5,9,"Uvs-Hovd",1,184.004303,"IV","4"
"1331",1331,2013,"UV-HOVD","HAR UZUUR","UV-Hovd / Har uzuur","I","Sandy loam",12,1,1.1,1,"Yes","STKR-STGL/STGO-CLSQ rangeland in Sandy loamy covered gravelly plain ESG, Semi desert steppe",6.25,0,0,0,0,0,0,0,0,0,0,0,1.75,8.25,0.25,0,0,0,0,23.25,0,0,0,0,0,0,40.75,0,0,79.25,14.25,9,"Uvs-Hovd",1,202.0047455,"I","1"
"1332",1332,2013,"UV-HOVD","HAR YLAANII BEL","UV-Hovd / Har ylaanii bel","I","Sandy",19,1,1.1,1,"Yes","Desert rangeland with shrubs in Sandy ESG, Desert",0,0,0,2.5,0,17.5,0,0,0,0,0,0,3.25,6.75,0,0,0,0,6.5,3,0,0,0,0,0,0,2.75,0,0,49.25,35.25,10,"Uvs-Hovd",1,146.4034119,"I","1"
"1333",1333,2013,"UV-HOVD","SHAR DAL","UV-Hovd / Shar dal","I","Sandy loam",8,1,1.1,1,"Yes","STKR- CLSQ- forbs rangeland in Sandy loam alluvial fan ESG, Steppe",0,0,0,0,0,0,0,0,0,0,0,0,0,9.5,0,0,0,0,0,65.25,0,0,0,0,0,0,4.5,0,0,82.25,17.5,5,"Uvs-Hovd",1,369.2086182,"I","1"
"1334",1334,2013,"UV-HYARGAS","BEL BULAG","UV-Hyargas / bel bulag","I","Loamy",2,1,1.2,2,"No","STKR-STGL/STGO- Grass with Semishrubs rangeland in Gravelly hills ESG, Semi desert steppe",0,0,NA,3.75,0,0,NA,NA,NA,0,0,NA,11.25,10.5,0,0,0,0,0,24.25,0,0,0,0,0,0,NA,NA,NA,45.25,39,6,"Uvs-Hyargas",1,547.0128174,"I","1"
"1335",1335,2013,"UV-HYARGAS","ENDERT","UV-Hyargas / Endert","I","Gravelly",1,1,1.2,2,"No","Small bunch grass-forb-ARFRI rangeland in Gravelly hills ESG, FS",0,0,NA,2.5,0,0,NA,NA,NA,0,0,NA,4.5,23.5,5.75,0,0,0,0,28.5,0,0,0,0,0,0,NA,NA,NA,58.75,4.75,8,"Uvs-Hyargas",1,578.0134888,"I","1"
"1336",1336,2013,"UV-HYARGAS","NAIRT","UV-Hyargas / Nairt","I","Gravelly",1,1,1.2,2,"No","Small bunch grass-forb-ARFRI rangeland in Gravelly hills ESG, FS",0,0,0,3.25,0,0,0,0,0,0,0,0,19.75,38,1.25,0,0,0,0,0,0,3.25,0,0,0,9.75,0,0,16,66.25,3,10,"Uvs-Hyargas",1,475.8111267,"I","1"
"1337",1337,2013,"UV-HYARGAS","YLAANII GANYY","UV-Hyargas / Ylaanii ganyy","I","Loamy",2,1,1.2,2,"No","SBG-forb rangeland in Loamy fan and mountain valley ESG, FS",0,0,0,22.5,0,0,5.75,0,0,0,0,0,0,12,0,0,0,0,0,19.75,0,0,0,0,0,0,0,0,0,62,6.25,8,"Uvs-Hyargas",1,243.2056885,"I","1"
"1338",1338,2013,"UV-MALCHIN","BEL BYLAG","UV-Malchin / Bel bylag","II","Loamy",2,2,2.1,2,"No","SBG-forb rangeland in Loamy fan and mountain valley ESG, FS",0,0,0,10,0,0,26,0,0,0,0,0,14,16.75,8.5,0,0,0,1,0,0,0,0,0,0,0,0,3,11,71,28.75,10,"Uvs-Malchin",1,169.203949,"I","1"
"1339",1339,2013,"UV-MALCHIN","SHAVRIN YS","UV-Malchin / Shavrin ys","II","Loamy",2,2,2.1,2,"No","SBG-forb rangeland in Loamy fan and mountain valley ESG, FS",0,0,0,18.5,0,0,42.25,0,0,0,0,0,15.75,6.25,31.25,0,0,0,0,1.25,0,0,0,0,0,0,0,4.25,11.5,89,11,10,"Uvs-Malchin",1,389.2091064,"I","1"
"1340",1340,2013,"UV-MALCHIN","TSAGAAN HYDAG","UV-Malchin / Tsagaan hydag","II","Loamy",2,2,2.1,2,"No","SBG-forb rangeland in Loamy fan and mountain valley ESG, FS",0,0,0,7,0,0,0.75,0,0,0,0,0,2.5,17,8.75,0,0,0,0,0,0,13,0,0,0,0,0,2.5,0,56.75,42.5,9,"Uvs-Malchin",1,192.2044983,"I","1"
"1341",1341,2013,"UV-MALCHIN","TSAGAAN TOLGOI","UV-Malchin / Tsagaan tolgoi","II","Loamy",2,2,2.1,2,"No","SBG-forb rangeland in Loamy fan and mountain valley ESG, FS",0,0.25,0,1.75,0,0,19.5,0,0,0,0,0,26.5,1.5,19.5,0,0,0,0,0,0,0,0,0,0,0,0,13.5,12.75,66.75,33.25,10,"Uvs-Malchin",1,235.8055267,"I","1"
"1342",1342,2013,"UV-MALCHIN","ZAMIIN YS","UV-Malchin / Zamiin ys","I","Loamy",2,1,1.1,1,"Yes","Small bunch grass-forb-ARFRI rangeland in Gravelly hills ESG, FS",0,0,0,16.25,0,0,25,0,0,0,0,0,10.75,8,14.75,0,0,0,0,0,0,1.75,0,0,0,0,0,0,10.25,67,33,9,"Uvs-Malchin",1,261.2061157,"I","1"
"1343",1343,2013,"UV-NARANBULAG","BUUM","UV-Naranbulag / Buum","II","Loamy",15,1,1.2,2,"No","STKR-STGL/STGO- Grass with Semishrubs rangeland in Gravelly hills ESG, Semi desert steppe",0,0,NA,0.5,0,0,NA,NA,NA,0,0,NA,0,0,0,0,8.5,0,0,0,0,0,0,0,0,0,NA,NA,NA,9.5,84.25,4,"Uvs-Naranbulag",1,22.80053329,"II","2"
"1344",1344,2013,"UV-NARANBULAG","JAAJAAN HOIT ZOO","UV-Naranbulag / Jaajaan hoit zoo","II","Loamy",3,2,2.1,2,"No","STBA-forbs meadow rangeland in loamy fan ESG, FS",0,0,0,2.5,0,0,0,0,0,0,0,0,7.5,4,37.75,0,0,0,0,0,0,0,0,0,0,0,57,2,0,95.75,1.5,11,"Uvs-Naranbulag",1,573.4134521,"III","2"
"1345",1345,2013,"UV-NARANBULAG","SHAR NUUR","UV-Naranbulag / Shar nuur","II","Loamy",2,2,2.1,2,"No","SBG-forb rangeland in Loamy fan and mountain valley ESG, FS",0,0,0,26.5,0,0,0,0,0,0,0,0,1.75,5,16.5,0,0,0,0,0.75,0,0,0,0,0,2.5,27,0.5,0,80.75,12.5,11,"Uvs-Naranbulag",1,95.40222931,"I","1"
"1346",1346,2013,"UV-NARANBULAG","TATAAL","UV-Naranbulag / Tataal","I","sandy loam",12,1,1.2,2,"No","STKR-STGL/STGO-CLSQ rangeland in Sandy loamy covered gravelly plain ESG, Semi desert steppe",0,0,0,4.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.25,1,0,0,0,0,0,0.25,0,0,28,67.75,5,"Uvs-Naranbulag",1,62.8014679,"II","2"
"1347",1347,2013,"UV-SAGIL","AJIIN HUDUU","UV-Sagil / Ajiin huduu","II","Sandy loam",8,2,2.1,2,"No","STKR- CLSQ- forbs rangeland in Sandy loam alluvial fan ESG, Steppe",0,0.5,0,36.5,0,0,9.25,0,0,0,0,0,0,0,1.75,0,0,0,0,25.25,1,0,0,0,0,0,0,0,0,62.5,16.25,8,"Uvs-Sagil",1,284.6066284,"I","1"
"1348",1348,2013,"UV-SAGIL","GYRVAN BYLGIIN HOTGOR","UV-Sagil / Gyrvan bylgiin hotgor","III","Gravelly",11,2,2.2,2,"No","STKR-STGL/STGO- Grass with Semishrubs rangeland in Gravelly hills ESG, Semi desert steppe",0,0,NA,6.5,0,0,NA,NA,NA,0,0,NA,4.25,5,0,0,0,0,0,0,1,2,0,0,0,0,NA,NA,NA,17.25,29,8,"Uvs-Sagil",1,303.4071045,"IV","3"
"1349",1349,2013,"UV-SAGIL","HAR MODIIN DENJ","UV-Sagil / Har modiin denj","II","Gravelly",11,2,2.1,2,"No","STKR-STGL/STGO- Grass with Semishrubs rangeland in Gravelly hills ESG, Semi desert steppe",0,0,0,0,0,0,0,0,0,0,0,0,30,4.75,0,0,0,0,0,3.25,1,0,0,0,0,0,0,0,27,35,36.5,5,"Uvs-Sagil",1,116.202713,"IV","3"
"1350",1350,2013,"UV-SAGIL","HETSUUGIIN NARAN","UV-Sagil / Hetsuugiin naran","II","Sandy loam",8,2,2.1,2,"No","STKR- CLSQ- forbs rangeland in Sandy loam alluvial fan ESG, Steppe",0,0.25,0,3.5,0,0,21,0,0,0,0,0,18.5,8.25,2.25,0,0,0,0,6.5,1,4,0,0,0,0,0,18.5,0,59.5,18.75,10,"Uvs-Sagil",1,58.00136185,"III","3"
"1351",1351,2013,"UV-SAGIL","TSAGAAN GOL","UV-Sagil / Tsagaan gol","II","Gravelly",11,2,2.1,2,"No","STKR-STGL/STGO- Grass with Semishrubs rangeland in Gravelly hills ESG, Semi desert steppe",0,0,NA,0,0,0,NA,NA,NA,0,0,NA,7.5,23.5,0,0,0,0,0,4,1,0,0,0,0,0,NA,NA,NA,37,21.75,6,"Uvs-Sagil",1,223.0052185,"I","1"
"1352",1352,2013,"UV-TARIALAN","HABCHIGIIN EHEN","UV-Tarialan / Habchigiin ehen","III","Gravelly",1,2,2.2,2,"No","Small bunch grass-forb-ARFRI rangeland in Gravelly hills ESG, FS",0,0,0,43.25,0,0,19.25,0,0,0,0,0,20.75,13.75,23,0,0,0,0,0,0,10.5,0,0,0,0,1.75,0,2.5,96.5,3,12,"Uvs-Tarialan",1,312.807312,"III","2"
