VALUE,BPS_CODE,ZONE,BPS_MODEL,BPS_NAME,GROUPID,GROUPMODEL,GROUPNAME,G,GROUPVEG,R,B,RED,GREEN,BLUE
-9999,-9999,na,na,No Data,-9999,na,No Data,0,No Data,0,0,0,0,0
11,11,na,na,Open Water,11,na,Open Water,92,Open Water,0,230,0,0.36078,0.90196
12,12,na,na, PerennialIce/Snow,12,na, PerennialIce/Snow,255, PerennialIce/Snow,255,255,1,1,1
31,31,na,na,Barren-Rock/Sand/Clay,31,na,Barren-Rock/Sand/Clay,0,Barren-Rock/Sand/Clay,0,0,0,0,0
414,10010,10,1010010,Inter-Mountain Basins Sparsely Vegetated Systems,100,100,Sparsely Vegetated,255,Sparse,255,190,1,1,0.74509
415,10060,10,1010060,Rocky Mountain Alpine/Montane Sparsely Vegetated Systems,100,100,Sparsely Vegetated,78,Sparse,78,78,0.30588,0.30588,0.30588
416,10110,10,1010110,Rocky Mountain Aspen Forest and Woodland,102,102,Quaking Aspen-4,255,Hardwood,255,115,1,1,0.45098
417,10451,10,1010451,Northern Rocky Mountain Dry-Mesic Montane Mixed Conifer Forest - Ponderosa Pine-Douglas-fir,135,135,Ponderosa Pine-Douglas Fir-1,209,Conifer,200,255,0.78431,0.8196,1
418,10452,10,1010452,Northern Rocky Mountain Dry-Mesic Montane Mixed Conifer Forest - Larch,136,136,Western Larch-Douglas Fir-3,36,Conifer,150,181,0.58823,0.14117,0.7098
419,10453,10,1010453,Northern Rocky Mountain Dry-Mesic Montane Mixed Conifer Forest - Grand Fir,137,137,Grand Fir-Douglas Fir-Beargrass-3,5,Conifer,230,8,0.90196,0.0196,0.03137
420,10460,10,1010460,Northern Rocky Mountain Subalpine Woodland and Parkland,139,139,Whitebark Pine-3,170,Conifer,255,0,1,0.66666,0
421,10471,10,1010471,Northern Rocky Mountain Mesic Montane Mixed Conifer Forest,141,141,Grand Fir-Douglas Fir-Western Red Cedar-3,147,Conifer,95,229,0.37254,0.57647,0.89803
422,10472,10,1010472,Northern Rocky Mountain Mesic Montane Mixed Conifer Forest - Cedar Groves,142,142,Western Red Cedar-5,144,Conifer,18,84,0.07058,0.5647,0.32941
423,10530,10,1010530,Northern Rocky Mountain Ponderosa Pine Woodland and Savanna,150,150,Ponderosa Pine-1,85,Conifer,168,0,0.65882,0.33333,0
424,10550,10,1010550,Rocky Mountain Subalpine Dry-Mesic Spruce-Fir Forest and Woodland,153,153,Engelmann Spruce-Subalpine Fir-4,255,Conifer,211,190,0.82745,1,0.74509
425,10560,10,1010560,Rocky Mountain Subalpine Mesic-Wet Spruce-Fir Forest and Woodland,155,155,Engelmann Spruce-Subalpine Fir-Menziesia-4,168,Conifer,56,0,0.2196,0.65882,0
426,10620,10,1010620,Inter-Mountain Basins Curl-leaf Mountain Mahogany Woodland and Shrubland,164,164,Curlleaf Mountain Mahogany-Mountain Big Sagebrush-3,19,Shrubland,191,230,0.74902,0.07451,0.90196
427,10650,10,1010650,Columbia Plateau Scabland Shrubland,167,167,Low Sage-Scabland Sage-5,255,Shrubland,190,232,0.74509,1,0.9098
428,10700,10,1010700,Rocky Mountain Alpine Dwarf-Shrubland,170,170,Heather Moss-Arctic Willow-5,118,Shrubland,19,92,0.07451,0.46274,0.36078
429,10790,10,1010790,Great Basin Xeric Mixed Sagebrush Shrubland,177,177,Black Sage-Low Sage-3,194,Shrubland,57,207,0.22352,0.76078,0.81176
430,10800,10,1010800,Inter-Mountain Basins Big Sagebrush Shrubland,182,182,Wyoming Big Sage-Rubber Rabbitbrush-4,190,Shrubland,255,232,1,0.74509,0.9098
431,11060,10,1011060,Northern Rocky Mountain Montane-Foothill Deciduous Shrubland,205,205,Serviceberry-Common Snowberry-Rocky Mountain Maple-4,68,Shrubland,137,80,0.53725,0.26666,0.31372
432,11150,10,1011150,Inter-Mountain Basins Juniper Savanna,212,212,Western Juniper-Utah Juniper-3,112,Conifer,137,68,0.53725,0.43921,0.26666
433,11230,10,1011230,Columbia Plateau Steppe and Grassland,218,218,Indian Ricegrass-Squirreltail-4,218,Grassland,235,234,0.92156,0.8549,0.91764
434,11240,10,1011240,Columbia Plateau Low Sagebrush Steppe,219,219,Low Sage-Idaho Fescue-3,140,Shrubland,132,173,0.51764,0.54902,0.67843
435,11250,10,1011250,Inter-Mountain Basins Big Sagebrush Steppe,220,220,Wyoming Big Sage-Wheatgrass-3,115,Shrubland,255,223,1,0.45098,0.87451
436,11260,10,1011260,Inter-Mountain Basins Montane Sagebrush Steppe,222,222,Mountain Sagebrush-Bluebunch Wheatgrass-Idaho Fescue-4,0,Shrubland,230,169,0.90196,0,0.66274
437,11270,10,1011270,Inter-Mountain Basins Semi-Desert Shrub-Steppe,224,224,Spiny Hopsage-Jointfir-5,158,Shrubland,194,215,0.76078,0.6196,0.84313
438,11340,10,1011340,Columbia Basin Foothill and Canyon Dry Grassland,231,231,Bluebunch Wheatgrass-Sandberg Bluegrass-1,245,Grassland,205,122,0.80392,0.96078,0.47843
439,11350,10,1011350,Inter-Mountain Basins Semi-Desert Grassland,232,232,Indian Ricegrass-Threeawn-1,174,Grassland,185,211,0.72549,0.68235,0.82745
440,11390,10,1011390,Northern Rocky Mountain Lower Montane-Foothill-Valley Grassland,236,236,Rough Fescue-Bluebunch Wheatgrass-2,205,Grassland,171,102,0.67058,0.80392,0.4
441,11400,10,1011400,Northern Rocky Mountain Subalpine-Upper Montane Grassland,238,238,Green Needlegrass-Idaho Fescue-4,205,Grassland,167,195,0.6549,0.80392,0.7647
442,11420,10,1011420,Columbia Basin Palouse Prairie,240,240,Bluebunch Wheatgrass-Idaho Fescue-1,220,Grassland,220,0,0.86274,0.86274,0
443,11450,10,1011450,Rocky Mountain Subalpine-Montane Mesic Meadow,243,243,Fleabane-Lupine-4,197,Grassland,0,255,0,0.77254,1
444,11530,10,1011530,Inter-Mountain Basins Greasewood Flat,250,250,Greasewood-Shadscale-5,225,Shrubland,225,225,0.88235,0.88235,0.88235
445,11540,10,1011540,Inter-Mountain Basins Montane Riparian Systems,259,259,Black Cottonwood-Narrowleaf Willow-3,156,Riparian,154,117,0.60392,0.61176,0.45882
446,11590,10,1011590,Rocky Mountain Montane Riparian Systems,259,259,Black Cottonwood-Narrowleaf Willow-3,124,Riparian,123,93,0.48235,0.48627,0.3647
447,11600,10,1011600,Rocky Mountain Subalpine/Upper Montane Riparian Systems,259,259,Black Cottonwood-Narrowleaf Willow-3,165,Riparian,49,167,0.19215,0.64705,0.6549
448,11610,10,1011610,Northern Rocky Mountain Conifer Swamp,260,260,Engelmann Spruce-Ladyfern-5,79,Conifer,68,137,0.26666,0.3098,0.53725
449,11660,10,1011660,Middle Rocky Mountain Montane Douglas-fir Forest and Woodland,265,265,Douglas Fir-Ninebark-3,112,Conifer,214,0,0.83921,0.43921,0
450,11670,10,1011670,Rocky Mountain Poor-Site Lodgepole Pine Forest,267,267,Lodgepole Pine-Kinnikinnick-5,255,Conifer,85,0,0.33333,1,0
451,10010,19,1910010,Inter-Mountain Basins Sparsely Vegetated Systems,100,100,Sparsely Vegetated,255,Sparse,255,190,1,1,0.74509
452,10060,19,1910060,Rocky Mountain Alpine/Montane Sparsely Vegetated Systems,100,100,Sparsely Vegetated,78,Sparse,78,78,0.30588,0.30588,0.30588
453,10090,19,1910090,Northwestern Great Plains Aspen Forest and Parkland,101,101,Quaking Aspen-Paper Birch-4,202,Hardwood,11,170,0.04313,0.79215,0.66666
454,10110,19,1910110,Rocky Mountain Aspen Forest and Woodland,102,102,Quaking Aspen-4,255,Hardwood,255,115,1,1,0.45098
455,10190,19,1910190,Great Basin Pinyon-Juniper Woodland,110,110,Singleleaf Pinyon-Utah Juniper-3,76,Conifer,115,0,0.45098,0.29803,0
456,10451,19,1910451,Northern Rocky Mountain Dry-Mesic Montane Mixed Conifer Forest - Ponderosa Pine-Douglas-fir,135,135,Ponderosa Pine-Douglas Fir-1,209,Conifer,200,255,0.78431,0.8196,1
457,10452,19,1910452,Northern Rocky Mountain Dry-Mesic Montane Mixed Conifer Forest - Larch,136,136,Western Larch-Douglas Fir-3,36,Conifer,150,181,0.58823,0.14117,0.7098
458,10453,19,1910453,Northern Rocky Mountain Dry-Mesic Montane Mixed Conifer Forest - Grand Fir,137,137,Grand Fir-Douglas Fir-Beargrass-3,5,Conifer,230,8,0.90196,0.0196,0.03137
459,10460,19,1910460,Northern Rocky Mountain Subalpine Woodland and Parkland,139,139,Whitebark Pine-3,170,Conifer,255,0,1,0.66666,0
460,10471,19,1910471,Northern Rocky Mountain Mesic Montane Mixed Conifer Forest,141,141,Grand Fir-Douglas Fir-Western Red Cedar-3,147,Conifer,95,229,0.37254,0.57647,0.89803
461,10472,19,1910472,Northern Rocky Mountain Mesic Montane Mixed Conifer Forest - Cedar Groves,142,142,Western Red Cedar-5,144,Conifer,18,84,0.07058,0.5647,0.32941
462,10490,19,1910490,Rocky Mountain Foothill Limber Pine-Juniper Woodland,144,144,Limber Pine-Rocky Mountain Juniper-3,205,Conifer,102,171,0.4,0.80392,0.67058
463,10530,19,1910530,Northern Rocky Mountain Ponderosa Pine Woodland and Savanna,150,150,Ponderosa Pine-1,85,Conifer,168,0,0.65882,0.33333,0
464,10550,19,1910550,Rocky Mountain Subalpine Dry-Mesic Spruce-Fir Forest and Woodland,153,153,Engelmann Spruce-Subalpine Fir-4,255,Conifer,211,190,0.82745,1,0.74509
465,10560,19,1910560,Rocky Mountain Subalpine Mesic-Wet Spruce-Fir Forest and Woodland,155,155,Engelmann Spruce-Subalpine Fir-Menziesia-4,168,Conifer,56,0,0.2196,0.65882,0
466,10620,19,1910620,Inter-Mountain Basins Curl-leaf Mountain Mahogany Woodland and Shrubland,164,164,Curlleaf Mountain Mahogany-Mountain Big Sagebrush-3,19,Shrubland,191,230,0.74902,0.07451,0.90196
467,10700,19,1910700,Rocky Mountain Alpine Dwarf-Shrubland,170,170,Heather Moss-Arctic Willow-5,118,Shrubland,19,92,0.07451,0.46274,0.36078
468,10800,19,1910800,Inter-Mountain Basins Big Sagebrush Shrubland,182,182,Wyoming Big Sage-Rubber Rabbitbrush-4,190,Shrubland,255,232,1,0.74509,0.9098
469,10810,19,1910810,Inter-Mountain Basins Mixed Salt Desert Scrub,183,183,Shadscale-Winterfat-5,202,Shrubland,245,122,0.96078,0.79215,0.47843
470,11060,19,1911060,Northern Rocky Mountain Montane-Foothill Deciduous Shrubland,205,205,Serviceberry-Common Snowberry-Rocky Mountain Maple-4,68,Shrubland,137,80,0.53725,0.26666,0.31372
471,11150,19,1911150,Inter-Mountain Basins Juniper Savanna,212,212,Western Juniper-Utah Juniper-3,112,Conifer,137,68,0.53725,0.43921,0.26666
472,11240,19,1911240,Columbia Plateau Low Sagebrush Steppe,219,219,Low Sage-Idaho Fescue-3,140,Shrubland,132,173,0.51764,0.54902,0.67843
473,11250,19,1911250,Inter-Mountain Basins Big Sagebrush Steppe,220,220,Wyoming Big Sage-Wheatgrass-3,115,Shrubland,255,223,1,0.45098,0.87451
474,11260,19,1911260,Inter-Mountain Basins Montane Sagebrush Steppe,222,222,Mountain Sagebrush-Bluebunch Wheatgrass-Idaho Fescue-4,0,Shrubland,230,169,0.90196,0,0.66274
475,11390,19,1911390,Northern Rocky Mountain Lower Montane-Foothill-Valley Grassland,236,236,Rough Fescue-Bluebunch Wheatgrass-2,205,Grassland,171,102,0.67058,0.80392,0.4
476,11400,19,1911400,Northern Rocky Mountain Subalpine-Upper Montane Grassland,238,238,Green Needlegrass-Idaho Fescue-4,205,Grassland,167,195,0.6549,0.80392,0.7647
477,11430,19,1911430,Rocky Mountain Alpine Fell-Field,241,241,Dwarf Clover-Dwarf Phlox-5,130,Grassland,130,130,0.5098,0.5098,0.5098
478,11440,19,1911440,Rocky Mountain Alpine Turf,242,242,Spike Sedge-Cushion Phlox-5,43,Grassland,93,29,0.3647,0.16862,0.11372
479,11450,19,1911450,Rocky Mountain Subalpine-Montane Mesic Meadow,243,243,Fleabane-Lupine-4,197,Grassland,0,255,0,0.77254,1
480,11530,19,1911530,Inter-Mountain Basins Greasewood Flat,250,250,Greasewood-Shadscale-5,225,Shrubland,225,225,0.88235,0.88235,0.88235
481,11540,19,1911540,Inter-Mountain Basins Montane Riparian Systems,259,259,Black Cottonwood-Narrowleaf Willow-3,156,Riparian,154,117,0.60392,0.61176,0.45882
482,11590,19,1911590,Rocky Mountain Montane Riparian Systems,259,259,Black Cottonwood-Narrowleaf Willow-3,124,Riparian,123,93,0.48235,0.48627,0.3647
483,11600,19,1911600,Rocky Mountain Subalpine/Upper Montane Riparian Systems,259,259,Black Cottonwood-Narrowleaf Willow-3,165,Riparian,49,167,0.19215,0.64705,0.6549
484,11610,19,1911610,Northern Rocky Mountain Conifer Swamp,260,260,Engelmann Spruce-Ladyfern-5,79,Conifer,68,137,0.26666,0.3098,0.53725
485,11661,19,1911661,Middle Rocky Mountain Montane Douglas-fir Forest and Woodland,265,265,Douglas Fir-Ninebark-3,112,Conifer,214,0,0.83921,0.43921,0
486,11662,19,1911662,Middle Rocky Mountain Montane Douglas-fir Forest and Woodland - Fire-maintained Savanna,264,264,Douglas Fir-Idaho Fescue-1,120,Conifer,255,0,1,0.47058,0
487,11670,19,1911670,Rocky Mountain Poor-Site Lodgepole Pine Forest,267,267,Lodgepole Pine-Kinnikinnick-5,255,Conifer,85,0,0.33333,1,0
488,10010,13,1310010,Inter-Mountain Basins Sparsely Vegetated Systems,100,100,Sparsely Vegetated,255,Sparse,255,190,1,1,0.74509
489,10040,13,1310040,North American Warm Desert Sparsely Vegetated Systems,100,100,Sparsely Vegetated,242,Sparse,255,189,1,0.94902,0.74117
490,10060,13,1310060,Rocky Mountain Alpine/Montane Sparsely Vegetated Systems,100,100,Sparsely Vegetated,78,Sparse,78,78,0.30588,0.30588,0.30588
491,10160,13,1310160,Colorado Plateau Pinyon-Juniper Woodland,107,107,Two Needle Pinyon-Utah Juniper-3,170,Conifer,205,102,0.80392,0.66666,0.4
492,10190,13,1310190,Great Basin Pinyon-Juniper Woodland,110,110,Singleleaf Pinyon-Utah Juniper-3,76,Conifer,115,0,0.45098,0.29803,0
493,10200,13,1310200,Inter-Mountain Basins Subalpine Limber-Bristlecone Pine Woodland,111,111,Limber Pine-Bristlecone Pine-3,46,Conifer,14,57,0.0549,0.18039,0.22352
494,10520,13,1310520,Southern Rocky Mountain Mesic Montane Mixed Conifer Forest and Woodland,147,147,White Fir-Limber Pine-3,149,Conifer,115,230,0.45098,0.58431,0.90196
495,10540,13,1310540,Southern Rocky Mountain Ponderosa Pine Woodland,150,150,Ponderosa Pine-1,56,Conifer,168,0,0.65882,0.2196,0
496,10610,13,1310610,Inter-Mountain Basins Aspen-Mixed Conifer Forest and Woodland,163,163,Quaking Aspen-Subalpine Fir-Douglas Fir-3,230,Hardwood-Conifer,230,0,0.90196,0.90196,0
497,10620,13,1310620,Inter-Mountain Basins Curl-leaf Mountain Mahogany Woodland and Shrubland,164,164,Curlleaf Mountain Mahogany-Mountain Big Sagebrush-3,19,Shrubland,191,230,0.74902,0.07451,0.90196
498,10790,13,1310790,Great Basin Xeric Mixed Sagebrush Shrubland,177,177,Black Sage-Low Sage-3,194,Shrubland,57,207,0.22352,0.76078,0.81176
499,10800,13,1310800,Inter-Mountain Basins Big Sagebrush Shrubland,182,182,Wyoming Big Sage-Rubber Rabbitbrush-4,190,Shrubland,255,232,1,0.74509,0.9098
500,10810,13,1310810,Inter-Mountain Basins Mixed Salt Desert Scrub,183,183,Shadscale-Winterfat-5,202,Shrubland,245,122,0.96078,0.79215,0.47843
501,10820,13,1310820,Mojave Mid-Elevation Mixed Desert Scrub,184,184,Blackbrush-Jointfir-5,6,Shrubland,216,73,0.84705,0.02352,0.28627
502,10860,13,1310860,Rocky Mountain Lower Montane-Foothill Shrubland,188,188,Serviceberry-Mountain Snowberry-Rockspirea-1,68,Shrubland,137,101,0.53725,0.26666,0.39607
503,10870,13,1310870,Sonora-Mojave Creosotebush-White Bursage Desert Scrub,192,192,Creosote-Bursage-5,154,Shrubland,52,184,0.20392,0.60392,0.72156
504,10880,13,1310880,Sonora-Mojave Mixed Salt Desert Scrub,183,183,Shadscale-Winterfat-5,222,Shrubland,245,110,0.96078,0.87058,0.43137
505,10910,13,1310910,Sonoran Mid-Elevation Desert Scrub,194,194,Ocotillo-Buckwheat-5,6,Shrubland,176,99,0.69019,0.02352,0.38823
506,10930,13,1310930,Southern Colorado Plateau Sand Shrubland,196,196,Mormon Tea-Fringed Sage-3,219,Shrubland,134,24,0.52549,0.85882,0.09411
507,11020,13,1311020,Colorado Plateau Pinyon-Juniper Shrubland,107,107,Two Needle Pinyon-Utah Juniper-3,0,Conifer,255,0,1,0,0
508,11030,13,1311030,Great Basin Semi-Desert Chaparral,203,203,Pointleaf Manzanita-Desert Ceanothus-Birchleaf Mountain Mahogany-4,250,Shrubland,174,255,0.68235,0.98039,1
509,11040,13,1311040,Mogollon Chaparral,203,203,Pointleaf Manzanita-Desert Ceanothus-Birchleaf Mountain Mahogany-4,250,Shrubland,173,211,0.67843,0.98039,0.82745
510,11070,13,1311070,Rocky Mountain Gambel Oak-Mixed Montane Shrubland,206,206,Gambel Oak-Serviceberry-3,255,Shrubland,115,223,0.45098,1,0.87451
511,11080,13,1311080,Sonora-Mojave Semi-Desert Chaparral,203,203,Pointleaf Manzanita-Desert Ceanothus-Birchleaf Mountain Mahogany-4,197,Shrubland,255,173,1,0.77254,0.67843
512,11090,13,1311090,Sonoran Paloverde-Mixed Cacti Desert Scrub,207,207,Saguaro-Palo Verde-5,214,Shrubland,233,245,0.91372,0.83921,0.96078
513,11150,13,1311150,Inter-Mountain Basins Juniper Savanna,212,212,Western Juniper-Utah Juniper-3,112,Conifer,137,68,0.53725,0.43921,0.26666
514,11170,13,1311170,Southern Rocky Mountain Ponderosa Pine Savanna,150,150,Ponderosa Pine-1,85,Conifer,255,0,1,0.33333,0
515,11250,13,1311250,Inter-Mountain Basins Big Sagebrush Steppe,221,221,Wyoming Big Sage-Wheatgrass-4,115,Shrubland,255,223,1,0.45098,0.87451
516,11260,13,1311260,Inter-Mountain Basins Montane Sagebrush Steppe,222,222,Mountain Sagebrush-Bluebunch Wheatgrass-Idaho Fescue-4,0,Shrubland,230,169,0.90196,0,0.66274
517,11270,13,1311270,Inter-Mountain Basins Semi-Desert Shrub-Steppe,224,224,Spiny Hopsage-Jointfir-5,158,Shrubland,194,215,0.76078,0.6196,0.84313
518,11350,13,1311350,Inter-Mountain Basins Semi-Desert Grassland,232,232,Indian Ricegrass-Threeawn-1,174,Grassland,185,211,0.72549,0.68235,0.82745
519,11450,13,1311450,Rocky Mountain Subalpine-Montane Mesic Meadow,243,243,Fleabane-Lupine-4,197,Grassland,0,255,0,0.77254,1
520,11530,13,1311530,Inter-Mountain Basins Greasewood Flat,250,250,Greasewood-Shadscale-5,225,Shrubland,225,225,0.88235,0.88235,0.88235
521,11540,13,1311540,Inter-Mountain Basins Montane Riparian Systems,259,259,Black Cottonwood-Narrowleaf Willow-3,156,Riparian,154,117,0.60392,0.61176,0.45882
522,11551,13,1311551,North American Warm Desert Riparian Systems,252,252,Cottonwood-Goodings Willow-Mesquite-1,160,Riparian,123,117,0.48235,0.62745,0.45882
523,11552,13,1311552,North American Warm Desert Riparian Systems - Stringers,253,253,Goodings Willow-Velvet Ash-Acacia-5,160,Riparian,84,117,0.32941,0.62745,0.45882
524,11590,13,1311590,Rocky Mountain Montane Riparian Systems,259,259,Black Cottonwood-Narrowleaf Willow-3,124,Riparian,123,93,0.48235,0.48627,0.3647
525,10040,14,1410040,North American Warm Desert Sparsely Vegetated Systems,100,100,Sparsely Vegetated,242,Sparse,255,189,1,0.94902,0.74117
526,10160,14,1410160,Colorado Plateau Pinyon-Juniper Woodland,107,107,Two Needle Pinyon-Utah Juniper-3,170,Conifer,205,102,0.80392,0.66666,0.4
527,10190,14,1410190,Great Basin Pinyon-Juniper Woodland,110,110,Singleleaf Pinyon-Utah Juniper-3,76,Conifer,115,0,0.45098,0.29803,0
528,10230,14,1410230,Madrean Encinal,113,113,Arizona Pine-Emory Oak-1,167,Conifer,0,132,0,0.6549,0.51764
529,10240,14,1410240,Madrean Lower Montane Pine-Oak Forest and Woodland,113,113,Arizona Pine-Emory Oak-1,189,Conifer,167,30,0.6549,0.74117,0.11764
530,10250,14,1410250,Madrean Pinyon-Juniper Woodland,114,114,Alligator Juniper-Emory Oak-3,106,Conifer,160,31,0.62745,0.41568,0.12156
531,10540,14,1410540,Southern Rocky Mountain Ponderosa Pine Woodland,150,150,Ponderosa Pine-1,56,Conifer,168,0,0.65882,0.2196,0
532,10800,14,1410800,Inter-Mountain Basins Big Sagebrush Shrubland,182,182,Wyoming Big Sage-Rubber Rabbitbrush-4,190,Shrubland,255,232,1,0.74509,0.9098
533,10820,14,1410820,Mojave Mid-Elevation Mixed Desert Scrub,184,184,Blackbrush-Jointfir-5,6,Shrubland,216,73,0.84705,0.02352,0.28627
534,10870,14,1410870,Sonora-Mojave Creosotebush-White Bursage Desert Scrub,192,192,Creosote-Bursage-5,154,Shrubland,52,184,0.20392,0.60392,0.72156
535,10880,14,1410880,Sonora-Mojave Mixed Salt Desert Scrub,183,183,Shadscale-Winterfat-5,222,Shrubland,245,110,0.96078,0.87058,0.43137
536,10900,14,1410900,Sonoran Granite Outcrop Desert Scrub,193,193,Jatropha-Elephant Tree-5,160,Shrubland,255,0,1,0.62745,0
537,10910,14,1410910,Sonoran Mid-Elevation Desert Scrub,194,194,Ocotillo-Buckwheat-5,6,Shrubland,176,99,0.69019,0.02352,0.38823
538,11040,14,1411040,Mogollon Chaparral,203,203,Pointleaf Manzanita-Desert Ceanothus-Birchleaf Mountain Mahogany-4,250,Shrubland,173,211,0.67843,0.98039,0.82745
539,11080,14,1411080,Sonora-Mojave Semi-Desert Chaparral,203,203,Pointleaf Manzanita-Desert Ceanothus-Birchleaf Mountain Mahogany-4,197,Shrubland,255,173,1,0.77254,0.67843
540,11090,14,1411090,Sonoran Paloverde-Mixed Cacti Desert Scrub,207,207,Saguaro-Palo Verde-5,214,Shrubland,233,245,0.91372,0.83921,0.96078
541,11150,14,1411150,Inter-Mountain Basins Juniper Savanna,212,212,Western Juniper-Utah Juniper-3,112,Conifer,137,68,0.53725,0.43921,0.26666
542,11210,14,1411210,Apacherian-Chihuahuan Semi-Desert Grassland and Steppe,216,216,Grama-Creosote-2,221,Grassland,255,216,1,0.86666,0.84705
543,11270,14,1411270,Inter-Mountain Basins Semi-Desert Shrub-Steppe,224,224,Spiny Hopsage-Jointfir-5,158,Shrubland,194,215,0.76078,0.6196,0.84313
544,11350,14,1411350,Inter-Mountain Basins Semi-Desert Grassland,232,232,Indian Ricegrass-Threeawn-1,174,Grassland,185,211,0.72549,0.68235,0.82745
545,11551,14,1411551,North American Warm Desert Riparian Systems,252,252,Cottonwood-Goodings Willow-Mesquite-1,160,Riparian,123,117,0.48235,0.62745,0.45882
546,11552,14,1411552,North American Warm Desert Riparian Systems - Stringers,253,253,Goodings Willow-Velvet Ash-Acacia-5,160,Riparian,84,117,0.32941,0.62745,0.45882
547,10080,3,310080,North Pacific Oak Woodland,118,118,Oregon White Oak-RoemersFescue-Oatgrass-1,120,Hardwood,255,120,1,0.47058,0.47058
548,10150,3,310150,California Coastal Redwood Forest,106,106,Redwood-1,0,Conifer,168,0,0.65882,0,0
549,10210,3,310210,Klamath-Siskiyou Lower Montane Serpentine Mixed Conifer Woodland,112,112,Douglas Fir-Incense Cedar-1,181,Conifer,245,149,0.96078,0.7098,0.58431
550,10220,3,310220,Klamath-Siskiyou Upper Montane Serpentine Mixed Conifer Woodland,112,112,Douglas Fir-Incense Cedar-1,139,Conifer,237,90,0.92941,0.54509,0.35294
551,10270,3,310270,Mediterranean California Dry-Mesic Mixed Conifer Forest and Woodland,116,116,Ponderosa Pine-Incense Cedar-1,187,Conifer,158,215,0.6196,0.73333,0.84313
552,10280,3,310280,Mediterranean California Mesic Mixed Conifer Forest and Woodland,117,117,Douglas Fir-White Fir-Sugar Pine-1,98,Conifer,84,168,0.32941,0.38431,0.65882
553,10290,3,310290,Mediterranean California Mixed Oak Woodland,118,118,Oregon White Oak-RoemersFescue-Oatgrass-1,100,Hardwood,220,100,0.86274,0.39215,0.39215
554,10300,3,310300,Mediterranean California Lower Montane Black Oak-Conifer Forest and Woodland,119,119,Ponderosa Pine-California Black Oak-1,80,Conifer,180,145,0.70588,0.31372,0.56862
555,10310,3,310310,California Montane Jeffrey Pine(-Ponderosa Pine) Woodland,120,120,Jeffrey Pine-1,70,Conifer,167,0,0.6549,0.27451,0
556,10320,3,310320,Mediterranean California Red Fir Forest,121,121,Red Fir-1,59,Conifer,255,127,1,0.23137,0.49803
557,10330,3,310330,Mediterranean California Subalpine Woodland,139,139,Whitebark Pine-3,194,Conifer,226,162,0.88627,0.76078,0.63529
558,10390,3,310390,North Pacific Maritime Mesic-Wet Douglas-fir-Western Hemlock Forest,129,129,Douglas Fir-Western Hemlock-5,227,Conifer,170,170,0.66666,0.89019,0.66666
559,10430,3,310430,Mediterranean California Mixed Evergreen Forest,133,133,Douglas Fir-Tanoak-Pacific Madrone-1,196,Conifer,164,143,0.64313,0.76862,0.56078
560,10440,3,310440,Northern California Mesic Subalpine Woodland,134,134,Mountain Hemlock-Lodgepole Pine-5,133,Conifer,255,0,1,0.52156,0
561,10960,3,310960,California Maritime Chaparral,199,199,Woolyleaf Manzanita-Point Reyes Ceanothus-4,170,Shrubland,200,140,0.78431,0.66666,0.54902
562,10970,3,310970,California Mesic Chaparral,200,200,Chamise-Scrub Oak-4,190,Shrubland,200,85,0.78431,0.74509,0.33333
563,10980,3,310980,California Montane Woodland and Chaparral,201,201,Greenleaf Manzanita-Whitethorn Ceanothus-3,170,Shrubland,210,50,0.82352,0.66666,0.19607
564,10990,3,310990,California Xeric Serpentine Chaparral,200,200,Chamise-Scrub Oak-4,105,Shrubland,172,205,0.67451,0.41176,0.80392
565,11050,3,311050,Northern and Central California Dry-Mesic Chaparral,208,208,Chamise-Manzanita-4,246,Shrubland,245,175,0.96078,0.9647,0.68627
566,11130,3,311130,California Coastal Live Oak Woodland and Savanna,213,213,Coast Live Oak-California Walnut-1,145,Hardwood,68,112,0.26666,0.56862,0.43921
567,11140,3,311140,California Lower Montane Blue Oak-Foothill Pine Woodland and Savanna,211,211,Blue Oak-California Foothill Pine-1,255,Hardwood,179,232,0.70196,1,0.9098
568,11280,3,311280,Northern California Coastal Scrub,226,226,Coyote Brush-Lupine-4,194,Shrubland,148,168,0.58039,0.76078,0.65882
569,11300,3,311300,California Mesic Serpentine Grassland,228,228,Serpentine Reedgrass-Sandberg Bluegrass-2,188,Grassland,205,214,0.80392,0.73725,0.83921
570,11310,3,311310,California Northern Coastal Grassland,229,229,Tufted Hair Grass-Coastal Sedge-2,240,Grassland,237,216,0.92941,0.94117,0.84705
571,11370,3,311370,Mediterranean California Subalpine Meadow,234,234,Western Yarrow-Rothrock Sage-2,188,Grassland,0,255,0,0.73725,1
572,11380,3,311380,North Pacific Montane Grassland,235,235,Wildrye-Idaho Fescue-2,230,Grassland,199,158,0.78039,0.90196,0.6196
573,11520,3,311520,California Montane Riparian Systems,249,249,Black Cottonwood-Arroyo Willow-Madrone-3,150,Riparian,65,167,0.2549,0.58823,0.6549
574,11630,3,311630,Pacific Coastal Marsh Systems,263,263,Cattail-Spikebrush-2,79,Riparian,68,125,0.26666,0.3098,0.49019
575,11700,3,311700,Klamath-Siskiyou Xeromorphic Serpentine Savanna and Chaparral,268,268,Jeffery Pine-Roemers Fescue-Oatgrass-1,235,Conifer,210,0,0.82352,0.92156,0
