VALUE,BPS_CODE,ZONE,BPS_MODEL,BPS_NAME,GROUPID,GROUPMODEL,GROUPNAME,G,GROUPVEG,R,B,RED,GREEN,BLUE
868,11400,20,2011400,Northern Rocky Mountain Subalpine-Upper Montane Grassland,238,238,Green Needlegrass-Idaho Fescue-4,205,Grassland,167,195,0.6549,0.80392,0.7647
869,11410,20,2011410,Northwestern Great Plains Mixedgrass Prairie,239,239,Bluebunch Wheatgrass-Big Bluestem-Little Bluestem-2,255,Grassland,215,232,0.84313,1,0.9098
870,11450,20,2011450,Rocky Mountain Subalpine-Montane Mesic Meadow,243,243,Fleabane-Lupine-4,197,Grassland,0,255,0,0.77254,1
871,11480,20,2011480,Western Great Plains Sand Prairie,246,246,Sand Bluestem-Prairie Sandreed-2,218,Grassland,245,169,0.96078,0.8549,0.66274
872,11530,20,2011530,Inter-Mountain Basins Greasewood Flat,250,250,Greasewood-Shadscale-5,225,Shrubland,225,225,0.88235,0.88235,0.88235
873,11590,20,2011590,Rocky Mountain Montane Riparian Systems,259,259,Black Cottonwood-Narrowleaf Willow-3,124,Riparian,123,93,0.48235,0.48627,0.3647
874,11600,20,2011600,Rocky Mountain Subalpine/Upper Montane Riparian Systems,259,259,Black Cottonwood-Narrowleaf Willow-3,165,Riparian,49,167,0.19215,0.64705,0.6549
875,11620,20,2011620,Western Great Plains Floodplain Systems,261,261,Eastern Cottonwood-Sandbar Willow-Green Ash-3,153,Riparian,102,205,0.4,0.6,0.80392
876,13850,20,2013850,Western Great Plains Wooded Draw and Ravine,187,187,Snowberry-Skunkbrush-2,168,Shrubland,168,0,0.65882,0.65882,0
877,14950,20,2014950,Western Great Plains Depressional Wetland Systems,440,440,Western Wheatgrass-Needle Spikebrush-2,0,Riparian,104,156,0.40784,0,0.61176
878,10010,22,2210010,Inter-Mountain Basins Sparsely Vegetated Systems,100,100,Sparsely Vegetated,255,Sparse,255,190,1,1,0.74509
879,10110,22,2210110,Rocky Mountain Aspen Forest and Woodland,102,102,Quaking Aspen-4,255,Hardwood,255,115,1,1,0.45098
880,10160,22,2210160,Colorado Plateau Pinyon-Juniper Woodland,107,107,Two Needle Pinyon-Utah Juniper-3,170,Conifer,205,102,0.80392,0.66666,0.4
881,10490,22,2210490,Rocky Mountain Foothill Limber Pine-Juniper Woodland,144,144,Limber Pine-Rocky Mountain Juniper-3,205,Conifer,102,171,0.4,0.80392,0.67058
882,10500,22,2210500,Rocky Mountain Lodgepole Pine Forest,145,145,Lodgepole Pine-4,251,Conifer,128,26,0.50196,0.98431,0.10196
883,10510,22,2210510,Southern Rocky Mountain Dry-Mesic Montane Mixed Conifer Forest and Woodland,146,146,Douglas Fir-White Fir-1,210,Conifer,190,255,0.74509,0.82352,1
884,10540,22,2210540,Southern Rocky Mountain Ponderosa Pine Woodland,150,150,Ponderosa Pine-1,56,Conifer,168,0,0.65882,0.2196,0
885,10550,22,2210550,Rocky Mountain Subalpine Dry-Mesic Spruce-Fir Forest and Woodland,152,152,Engelmann Spruce-Subalpine Fir-5,255,Conifer,211,190,0.82745,1,0.74509
886,10560,22,2210560,Rocky Mountain Subalpine Mesic-Wet Spruce-Fir Forest and Woodland,156,156,Engelmann Spruce-Subalpine Fir-Menziesia-5,168,Conifer,56,0,0.2196,0.65882,0
887,10610,22,2210610,Inter-Mountain Basins Aspen-Mixed Conifer Forest and Woodland,163,163,Quaking Aspen-Subalpine Fir-Douglas Fir-3,230,Hardwood-Conifer,230,0,0.90196,0.90196,0
888,10620,22,2210620,Inter-Mountain Basins Curl-leaf Mountain Mahogany Woodland and Shrubland,164,164,Curlleaf Mountain Mahogany-Mountain Big Sagebrush-3,19,Shrubland,191,230,0.74902,0.07451,0.90196
889,10660,22,2210660,Inter-Mountain Basins Mat Saltbush Shrubland,168,168,Mat Saltbush-5,190,Shrubland,11,127,0.04313,0.74509,0.49803
890,10720,22,2210720,Wyoming Basins Dwarf Sagebrush Shrubland and Steppe,171,171,Wyoming Threetip Sage-Low Sage-5,140,Shrubland,132,200,0.51764,0.54902,0.78431
891,10801,22,2210801,Inter-Mountain Basins Big Sagebrush Shrubland - Basin Big Sagebrush,179,179,Basin Big Sage-Greasewood-4,190,Shrubland,255,232,1,0.74509,0.9098
892,10802,22,2210802,Inter-Mountain Basins Big Sagebrush Shrubland - Wyoming Big Sagebrush,180,180,Wyoming Big Sage-Indian Ricegrass-4,163,Shrubland,255,180,1,0.63921,0.70588
893,10810,22,2210810,Inter-Mountain Basins Mixed Salt Desert Scrub,183,183,Shadscale-Winterfat-5,202,Shrubland,245,122,0.96078,0.79215,0.47843
894,10861,22,2210861,Rocky Mountain Lower Montane-Foothill Shrubland - No True Mountain Mahogany,189,189,Serviceberry-Bitterbrush-4,68,Shrubland,137,101,0.53725,0.26666,0.39607
895,10862,22,2210862,Rocky Mountain Lower Montane-Foothill Shrubland - True Mountain Mahogany,190,190,Alderleaf Mountain Mahogany-Bluebunch Wheatgrass-4,25,Shrubland,137,135,0.53725,0.09803,0.52941
896,11060,22,2211060,Northern Rocky Mountain Montane-Foothill Deciduous Shrubland,205,205,Serviceberry-Common Snowberry-Rocky Mountain Maple-4,68,Shrubland,137,80,0.53725,0.26666,0.31372
897,11150,22,2211150,Inter-Mountain Basins Juniper Savanna,212,212,Western Juniper-Utah Juniper-3,112,Conifer,137,68,0.53725,0.43921,0.26666
898,11260,22,2211260,Inter-Mountain Basins Montane Sagebrush Steppe,222,222,Mountain Sagebrush-Bluebunch Wheatgrass-Idaho Fescue-4,0,Shrubland,230,169,0.90196,0,0.66274
899,11270,22,2211270,Inter-Mountain Basins Semi-Desert Shrub-Steppe,224,224,Spiny Hopsage-Jointfir-5,158,Shrubland,194,215,0.76078,0.6196,0.84313
900,11350,22,2211350,Inter-Mountain Basins Semi-Desert Grassland,232,232,Indian Ricegrass-Threeawn-1,174,Grassland,185,211,0.72549,0.68235,0.82745
901,11390,22,2211390,Northern Rocky Mountain Lower Montane-Foothill-Valley Grassland,237,237,Bluebunch Wheatgrass-Idaho Fescue-2,205,Grassland,171,102,0.67058,0.80392,0.4
902,11440,22,2211440,Rocky Mountain Alpine Turf,242,242,Spike Sedge-Cushion Phlox-5,43,Grassland,93,29,0.3647,0.16862,0.11372
903,11450,22,2211450,Rocky Mountain Subalpine-Montane Mesic Meadow,243,243,Fleabane-Lupine-4,197,Grassland,0,255,0,0.77254,1
904,11530,22,2211530,Inter-Mountain Basins Greasewood Flat,250,250,Greasewood-Shadscale-5,225,Shrubland,225,225,0.88235,0.88235,0.88235
905,11590,22,2211590,Rocky Mountain Montane Riparian Systems,259,259,Black Cottonwood-Narrowleaf Willow-3,124,Riparian,123,93,0.48235,0.48627,0.3647
906,11620,22,2211620,Western Great Plains Floodplain Systems,261,261,Eastern Cottonwood-Sandbar Willow-Green Ash-3,153,Riparian,102,205,0.4,0.6,0.80392
907,11660,22,2211660,Middle Rocky Mountain Montane Douglas-fir Forest and Woodland,265,265,Douglas Fir-Ninebark-3,112,Conifer,214,0,0.83921,0.43921,0
908,10010,5,510010,Inter-Mountain Basins Sparsely Vegetated Systems,100,100,Sparsely Vegetated,255,Sparse,255,190,1,1,0.74509
909,10020,5,510020,Mediterranean California Sparsely Vegetated Systems,100,100,Sparsely Vegetated,245,Sparse,255,215,1,0.96078,0.84313
910,10140,5,510140,Central and Southern California Mixed Evergreen Woodland,105,105,Canyon Live Oak-Coulter Pine-1,171,Hardwood,119,87,0.46666,0.67058,0.34117
911,10270,5,510270,Mediterranean California Dry-Mesic Mixed Conifer Forest and Woodland,116,116,Ponderosa Pine-Incense Cedar-1,187,Conifer,158,215,0.6196,0.73333,0.84313
912,10290,5,510290,Mediterranean California Mixed Oak Woodland,118,118,Oregon White Oak-RoemersFescue-Oatgrass-1,100,Hardwood,220,100,0.86274,0.39215,0.39215
913,10300,5,510300,Mediterranean California Lower Montane Black Oak-Conifer Forest and Woodland,119,119,Ponderosa Pine-California Black Oak-1,80,Conifer,180,145,0.70588,0.31372,0.56862
914,10310,5,510310,California Montane Jeffrey Pine(-Ponderosa Pine) Woodland,120,120,Jeffrey Pine-1,70,Conifer,167,0,0.6549,0.27451,0
915,10430,5,510430,Mediterranean California Mixed Evergreen Forest,133,133,Douglas Fir-Tanoak-Pacific Madrone-1,196,Conifer,164,143,0.64313,0.76862,0.56078
916,10880,5,510880,Sonora-Mojave Mixed Salt Desert Scrub,183,183,Shadscale-Winterfat-5,222,Shrubland,245,110,0.96078,0.87058,0.43137
917,10970,5,510970,California Mesic Chaparral,200,200,Chamise-Scrub Oak-4,190,Shrubland,200,85,0.78431,0.74509,0.33333
918,11050,5,511050,Northern and Central California Dry-Mesic Chaparral,208,208,Chamise-Manzanita-4,246,Shrubland,245,175,0.96078,0.9647,0.68627
919,11080,5,511080,Sonora-Mojave Semi-Desert Chaparral,203,203,Pointleaf Manzanita-Desert Ceanothus-Birchleaf Mountain Mahogany-4,197,Shrubland,255,173,1,0.77254,0.67843
920,11120,5,511120,California Central Valley Mixed Oak Savanna,210,210,Valley Oak-California Buckeye-1,130,Hardwood,230,130,0.90196,0.5098,0.5098
921,11140,5,511140,California Lower Montane Blue Oak-Foothill Pine Woodland and Savanna,211,211,Blue Oak-California Foothill Pine-1,255,Hardwood,179,232,0.70196,1,0.9098
922,11290,5,511290,California Central Valley and Southern Coastal Grassland,227,227,Purple Needlegrass-Threeawn-2,255,Grassland,163,115,0.63921,1,0.45098
923,11380,5,511380,North Pacific Montane Grassland,235,235,Wildrye-Idaho Fescue-2,230,Grassland,199,158,0.78039,0.90196,0.6196
924,11510,5,511510,California Central Valley Riparian Woodland and Shrubland,248,248,Fremont Cottonwood-Boxelder-California Wild Grape-5,171,Riparian,62,215,0.24313,0.67058,0.84313
925,11520,5,511520,California Montane Riparian Systems,249,249,Black Cottonwood-Arroyo Willow-Madrone-3,150,Riparian,65,167,0.2549,0.58823,0.6549
926,11630,5,511630,Pacific Coastal Marsh Systems,263,263,Cattail-Spikebrush-2,79,Riparian,68,125,0.26666,0.3098,0.49019
927,10040,4,410040,North American Warm Desert Sparsely Vegetated Systems,100,100,Sparsely Vegetated,242,Sparse,255,189,1,0.94902,0.74117
928,10140,4,410140,Central and Southern California Mixed Evergreen Woodland,105,105,Canyon Live Oak-Coulter Pine-1,171,Hardwood,119,87,0.46666,0.67058,0.34117
929,10150,4,410150,California Coastal Redwood Forest,106,106,Redwood-1,0,Conifer,168,0,0.65882,0,0
930,10190,4,410190,Great Basin Pinyon-Juniper Woodland,110,110,Singleleaf Pinyon-Utah Juniper-3,76,Conifer,115,0,0.45098,0.29803,0
931,10270,4,410270,Mediterranean California Dry-Mesic Mixed Conifer Forest and Woodland,116,116,Ponderosa Pine-Incense Cedar-1,187,Conifer,158,215,0.6196,0.73333,0.84313
932,10280,4,410280,Mediterranean California Mesic Mixed Conifer Forest and Woodland,117,117,Douglas Fir-White Fir-Sugar Pine-1,98,Conifer,84,168,0.32941,0.38431,0.65882
933,10290,4,410290,Mediterranean California Mixed Oak Woodland,118,118,Oregon White Oak-RoemersFescue-Oatgrass-1,100,Hardwood,220,100,0.86274,0.39215,0.39215
934,10300,4,410300,Mediterranean California Lower Montane Black Oak-Conifer Forest and Woodland,119,119,Ponderosa Pine-California Black Oak-1,80,Conifer,180,145,0.70588,0.31372,0.56862
935,10310,4,410310,California Montane Jeffrey Pine(-Ponderosa Pine) Woodland,120,120,Jeffrey Pine-1,70,Conifer,167,0,0.6549,0.27451,0
936,10340,4,410340,Mediterranean California Mesic Serpentine Woodland and Chaparral,124,124,Sargents Cypress-LeatherOak-3,0,Shrubland,115,76,0.45098,0,0.29803
937,10580,4,410580,Sierra Nevada Subalpine Lodgepole Pine Forest and Woodland,158,158,Lodgepole Pine-3,234,Conifer,127,0,0.49803,0.91764,0
938,10820,4,410820,Mojave Mid-Elevation Mixed Desert Scrub,184,184,Blackbrush-Jointfir-5,6,Shrubland,216,73,0.84705,0.02352,0.28627
939,10870,4,410870,Sonora-Mojave Creosotebush-White Bursage Desert Scrub,192,192,Creosote-Bursage-5,154,Shrubland,52,184,0.20392,0.60392,0.72156
940,10880,4,410880,Sonora-Mojave Mixed Salt Desert Scrub,183,183,Shadscale-Winterfat-5,222,Shrubland,245,110,0.96078,0.87058,0.43137
941,10920,4,410920,Southern California Coastal Scrub,195,195,Coastal Sage-Black Sage-4,215,Shrubland,158,194,0.6196,0.84313,0.76078
942,10960,4,410960,California Maritime Chaparral,199,199,Woolyleaf Manzanita-Point Reyes Ceanothus-4,170,Shrubland,200,140,0.78431,0.66666,0.54902
943,10970,4,410970,California Mesic Chaparral,200,200,Chamise-Scrub Oak-4,190,Shrubland,200,85,0.78431,0.74509,0.33333
944,10980,4,410980,California Montane Woodland and Chaparral,201,201,Greenleaf Manzanita-Whitethorn Ceanothus-3,170,Shrubland,210,50,0.82352,0.66666,0.19607
945,10990,4,410990,California Xeric Serpentine Chaparral,200,200,Chamise-Scrub Oak-4,105,Shrubland,172,205,0.67451,0.41176,0.80392
946,11050,4,411050,Northern and Central California Dry-Mesic Chaparral,208,208,Chamise-Manzanita-4,246,Shrubland,245,175,0.96078,0.9647,0.68627
947,11080,4,411080,Sonora-Mojave Semi-Desert Chaparral,203,203,Pointleaf Manzanita-Desert Ceanothus-Birchleaf Mountain Mahogany-4,197,Shrubland,255,173,1,0.77254,0.67843
948,11090,4,411090,Sonoran Paloverde-Mixed Cacti Desert Scrub,207,207,Saguaro-Palo Verde-5,214,Shrubland,233,245,0.91372,0.83921,0.96078
949,11100,4,411100,Southern California Dry-Mesic Chaparral,208,208,Chamise-Manzanita-4,245,Shrubland,226,174,0.88627,0.96078,0.68235
950,11120,4,411120,California Central Valley Mixed Oak Savanna,210,210,Valley Oak-California Buckeye-1,130,Hardwood,230,130,0.90196,0.5098,0.5098
951,11130,4,411130,California Coastal Live Oak Woodland and Savanna,213,213,Coast Live Oak-California Walnut-1,145,Hardwood,68,112,0.26666,0.56862,0.43921
952,11140,4,411140,California Lower Montane Blue Oak-Foothill Pine Woodland and Savanna,211,211,Blue Oak-California Foothill Pine-1,255,Hardwood,179,232,0.70196,1,0.9098
953,11180,4,411180,Southern California Oak Woodland and Savanna,213,213,Coast Live Oak-California Walnut-1,160,Hardwood,68,130,0.26666,0.62745,0.5098
954,11280,4,411280,Northern California Coastal Scrub,226,226,Coyote Brush-Lupine-4,194,Shrubland,148,168,0.58039,0.76078,0.65882
955,11290,4,411290,California Central Valley and Southern Coastal Grassland,227,227,Purple Needlegrass-Threeawn-2,255,Grassland,163,115,0.63921,1,0.45098
956,11300,4,411300,California Mesic Serpentine Grassland,228,228,Serpentine Reedgrass-Sandberg Bluegrass-2,188,Grassland,205,214,0.80392,0.73725,0.83921
957,11310,4,411310,California Northern Coastal Grassland,229,229,Tufted Hair Grass-Coastal Sedge-2,240,Grassland,237,216,0.92941,0.94117,0.84705
958,11510,4,411510,California Central Valley Riparian Woodland and Shrubland,248,248,Fremont Cottonwood-Boxelder-California Wild Grape-5,171,Riparian,62,215,0.24313,0.67058,0.84313
959,11520,4,411520,California Montane Riparian Systems,249,249,Black Cottonwood-Arroyo Willow-Madrone-3,150,Riparian,65,167,0.2549,0.58823,0.6549
960,11550,4,411550,North American Warm Desert Riparian Systems,252,252,Cottonwood-Goodings Willow-Mesquite-1,160,Riparian,123,117,0.48235,0.62745,0.45882
961,11630,4,411630,Pacific Coastal Marsh Systems,263,263,Cattail-Spikebrush-2,79,Riparian,68,125,0.26666,0.3098,0.49019
962,11770,4,411770,California Coastal Closed-Cone Conifer Forest and Woodland,273,273,Monterey Cypress-Shore Pine-4,207,Conifer,237,0,0.92941,0.81176,0
963,10010,16,1610010,Inter-Mountain Basins Sparsely Vegetated Systems,100,100,Sparsely Vegetated,255,Sparse,255,190,1,1,0.74509
964,10060,16,1610060,Rocky Mountain Alpine/Montane Sparsely Vegetated Systems,100,100,Sparsely Vegetated,78,Sparse,78,78,0.30588,0.30588,0.30588
965,10110,16,1610110,Rocky Mountain Aspen Forest and Woodland,102,102,Quaking Aspen-4,255,Hardwood,255,115,1,1,0.45098
966,10120,16,1610120,Rocky Mountain Bigtooth Maple Ravine Woodland,103,103,Rocky Mountain Maple-Gambel Oak-3,211,Hardwood,255,127,1,0.82745,0.49803
967,10160,16,1610160,Colorado Plateau Pinyon-Juniper Woodland,107,107,Two Needle Pinyon-Utah Juniper-3,170,Conifer,205,102,0.80392,0.66666,0.4
968,10190,16,1610190,Great Basin Pinyon-Juniper Woodland,110,110,Singleleaf Pinyon-Utah Juniper-3,76,Conifer,115,0,0.45098,0.29803,0
969,10490,16,1610490,Rocky Mountain Foothill Limber Pine-Juniper Woodland,144,144,Limber Pine-Rocky Mountain Juniper-3,205,Conifer,102,171,0.4,0.80392,0.67058
970,10500,16,1610500,Rocky Mountain Lodgepole Pine Forest,145,145,Lodgepole Pine-4,251,Conifer,128,26,0.50196,0.98431,0.10196
971,10510,16,1610510,Southern Rocky Mountain Dry-Mesic Montane Mixed Conifer Forest and Woodland,146,146,Douglas Fir-White Fir-1,210,Conifer,190,255,0.74509,0.82352,1
972,10520,16,1610520,Southern Rocky Mountain Mesic Montane Mixed Conifer Forest and Woodland,148,148,Douglas Fir-White Fir-3,149,Conifer,115,230,0.45098,0.58431,0.90196
973,10540,16,1610540,Southern Rocky Mountain Ponderosa Pine Woodland,150,150,Ponderosa Pine-1,56,Conifer,168,0,0.65882,0.2196,0
974,10550,16,1610550,Rocky Mountain Subalpine Dry-Mesic Spruce-Fir Forest and Woodland,152,152,Engelmann Spruce-Subalpine Fir-5,255,Conifer,211,190,0.82745,1,0.74509
975,10560,16,1610560,Rocky Mountain Subalpine Mesic-Wet Spruce-Fir Forest and Woodland,156,156,Engelmann Spruce-Subalpine Fir-Menziesia-5,168,Conifer,56,0,0.2196,0.65882,0
976,10570,16,1610570,Rocky Mountain Subalpine-Montane Limber-Bristlecone Pine Woodland,157,157,Bristlecone Pine-3,223,Conifer,227,162,0.89019,0.87451,0.63529
977,10611,16,1610611,Inter-Mountain Basins Aspen-Mixed Conifer Forest and Woodland - Low Elevation,163,163,Quaking Aspen-Subalpine Fir-Douglas Fir-3,230,Hardwood-Conifer,230,0,0.90196,0.90196,0
978,10612,16,1610612,Inter-Mountain Basins Aspen-Mixed Conifer Forest and Woodland - High Elevation,163,163,Quaking Aspen-Subalpine Fir-Douglas Fir-3,230,Hardwood-Conifer,200,0,0.78431,0.90196,0
979,10620,16,1610620,Inter-Mountain Basins Curl-leaf Mountain Mahogany Woodland and Shrubland,164,164,Curlleaf Mountain Mahogany-Mountain Big Sagebrush-3,19,Shrubland,191,230,0.74902,0.07451,0.90196
980,10640,16,1610640,Colorado Plateau Mixed Low Sagebrush Shrubland,166,166,Bigelow Sage-Low Sage-4,170,Shrubland,158,215,0.6196,0.66666,0.84313
981,10700,16,1610700,Rocky Mountain Alpine Dwarf-Shrubland,170,170,Heather Moss-Arctic Willow-5,118,Shrubland,19,92,0.07451,0.46274,0.36078
982,10780,16,1610780,Colorado Plateau Blackbrush-Mormon-tea Shrubland,176,176,Blackbrush-Mormon Tea-3,155,Shrubland,52,207,0.20392,0.60784,0.81176
983,10790,16,1610790,Great Basin Xeric Mixed Sagebrush Shrubland,177,177,Black Sage-Low Sage-3,194,Shrubland,57,207,0.22352,0.76078,0.81176
984,10800,16,1610800,Inter-Mountain Basins Big Sagebrush Shrubland,182,182,Wyoming Big Sage-Rubber Rabbitbrush-4,190,Shrubland,255,232,1,0.74509,0.9098
985,10810,16,1610810,Inter-Mountain Basins Mixed Salt Desert Scrub,183,183,Shadscale-Winterfat-5,202,Shrubland,245,122,0.96078,0.79215,0.47843
986,10860,16,1610860,Rocky Mountain Lower Montane-Foothill Shrubland,188,188,Serviceberry-Mountain Snowberry-Rockspirea-1,68,Shrubland,137,101,0.53725,0.26666,0.39607
987,10930,16,1610930,Southern Colorado Plateau Sand Shrubland,196,196,Mormon Tea-Fringed Sage-3,219,Shrubland,134,24,0.52549,0.85882,0.09411
988,11020,16,1611020,Colorado Plateau Pinyon-Juniper Shrubland,107,107,Two Needle Pinyon-Utah Juniper-3,0,Conifer,255,0,1,0,0
989,11030,16,1611030,Great Basin Semi-Desert Chaparral,203,203,Pointleaf Manzanita-Desert Ceanothus-Birchleaf Mountain Mahogany-4,250,Shrubland,174,255,0.68235,0.98039,1
990,11071,16,1611071,Rocky Mountain Gambel Oak-Mixed Montane Shrubland  - Continuous,206,206,Gambel Oak-Serviceberry-3,255,Shrubland,115,223,0.45098,1,0.87451
991,11072,16,1611072,Rocky Mountain Gambel Oak-Mixed Montane Shrubland - Patchy,206,206,Gambel Oak-Serviceberry-3,205,Shrubland,102,171,0.4,0.80392,0.67058
992,11150,16,1611150,Inter-Mountain Basins Juniper Savanna,212,212,Western Juniper-Utah Juniper-3,112,Conifer,137,68,0.53725,0.43921,0.26666
993,11170,16,1611170,Southern Rocky Mountain Ponderosa Pine Savanna,150,150,Ponderosa Pine-1,85,Conifer,255,0,1,0.33333,0
994,11250,16,1611250,Inter-Mountain Basins Big Sagebrush Steppe,221,221,Wyoming Big Sage-Wheatgrass-4,115,Shrubland,255,223,1,0.45098,0.87451
995,11261,16,1611261,Inter-Mountain Basins Montane Sagebrush Steppe - Mountain Big Sagebrush,222,222,Mountain Sagebrush-Bluebunch Wheatgrass-Idaho Fescue-4,0,Shrubland,230,169,0.90196,0,0.66274
996,11262,16,1611262,Inter-Mountain Basins Montane Sagebrush Steppe - Low Sagebrush,223,223,Low Sage-Black Sage-Silver Sage-5,197,Shrubland,255,191,1,0.77254,0.74902
997,11270,16,1611270,Inter-Mountain Basins Semi-Desert Shrub-Steppe,225,225,Sand Sage-Jointfir-3,158,Shrubland,194,215,0.76078,0.6196,0.84313
998,11350,16,1611350,Inter-Mountain Basins Semi-Desert Grassland,232,232,Indian Ricegrass-Threeawn-1,174,Grassland,185,211,0.72549,0.68235,0.82745
999,11440,16,1611440,Rocky Mountain Alpine Turf,242,242,Spike Sedge-Cushion Phlox-5,43,Grassland,93,29,0.3647,0.16862,0.11372
1000,11450,16,1611450,Rocky Mountain Subalpine-Montane Mesic Meadow,243,243,Fleabane-Lupine-4,197,Grassland,0,255,0,0.77254,1
1001,11460,16,1611460,Southern Rocky Mountain Montane-Subalpine Grassland,244,244,Arizona Fescue-Mountain Muhly-1,205,Grassland,167,178,0.6549,0.80392,0.69803
1002,11530,16,1611530,Inter-Mountain Basins Greasewood Flat,250,250,Greasewood-Shadscale-5,225,Shrubland,225,225,0.88235,0.88235,0.88235
1003,11540,16,1611540,Inter-Mountain Basins Montane Riparian Systems,259,259,Black Cottonwood-Narrowleaf Willow-3,156,Riparian,154,117,0.60392,0.61176,0.45882
1004,11590,16,1611590,Rocky Mountain Montane Riparian Systems,259,259,Black Cottonwood-Narrowleaf Willow-3,124,Riparian,123,93,0.48235,0.48627,0.3647
1005,11600,16,1611600,Rocky Mountain Subalpine/Upper Montane Riparian Systems,259,259,Black Cottonwood-Narrowleaf Willow-3,165,Riparian,49,167,0.19215,0.64705,0.6549
1006,10010,23,2310010,Inter-Mountain Basins Sparsely Vegetated Systems,100,100,Sparsely Vegetated,255,Sparse,255,190,1,1,0.74509
1007,10040,23,2310040,North American Warm Desert Sparsely Vegetated Systems,100,100,Sparsely Vegetated,242,Sparse,255,189,1,0.94902,0.74117
1008,10060,23,2310060,Rocky Mountain Alpine/Montane Sparsely Vegetated Systems,100,100,Sparsely Vegetated,78,Sparse,78,78,0.30588,0.30588,0.30588
1009,10110,23,2310110,Rocky Mountain Aspen Forest and Woodland,102,102,Quaking Aspen-4,255,Hardwood,255,115,1,1,0.45098
1010,10160,23,2310160,Colorado Plateau Pinyon-Juniper Woodland,107,107,Two Needle Pinyon-Utah Juniper-3,170,Conifer,205,102,0.80392,0.66666,0.4
1011,10490,23,2310490,Rocky Mountain Foothill Limber Pine-Juniper Woodland,144,144,Limber Pine-Rocky Mountain Juniper-3,205,Conifer,102,171,0.4,0.80392,0.67058
1012,10500,23,2310500,Rocky Mountain Lodgepole Pine Forest,145,145,Lodgepole Pine-4,251,Conifer,128,26,0.50196,0.98431,0.10196
1013,10510,23,2310510,Southern Rocky Mountain Dry-Mesic Montane Mixed Conifer Forest and Woodland,146,146,Douglas Fir-White Fir-1,210,Conifer,190,255,0.74509,0.82352,1
1014,10520,23,2310520,Southern Rocky Mountain Mesic Montane Mixed Conifer Forest and Woodland,148,148,Douglas Fir-White Fir-3,149,Conifer,115,230,0.45098,0.58431,0.90196
1015,10540,23,2310540,Southern Rocky Mountain Ponderosa Pine Woodland,150,150,Ponderosa Pine-1,56,Conifer,168,0,0.65882,0.2196,0
1016,10550,23,2310550,Rocky Mountain Subalpine Dry-Mesic Spruce-Fir Forest and Woodland,152,152,Engelmann Spruce-Subalpine Fir-5,255,Conifer,211,190,0.82745,1,0.74509
1017,10560,23,2310560,Rocky Mountain Subalpine Mesic-Wet Spruce-Fir Forest and Woodland,156,156,Engelmann Spruce-Subalpine Fir-Menziesia-5,168,Conifer,56,0,0.2196,0.65882,0
1018,10570,23,2310570,Rocky Mountain Subalpine-Montane Limber-Bristlecone Pine Woodland,157,157,Bristlecone Pine-3,223,Conifer,227,162,0.89019,0.87451,0.63529
1019,10611,23,2310611,Inter-Mountain Basins Aspen-Mixed Conifer Forest and Woodland - Low Elevation,163,163,Quaking Aspen-Subalpine Fir-Douglas Fir-3,230,Hardwood-Conifer,230,0,0.90196,0.90196,0
1020,10612,23,2310612,Inter-Mountain Basins Aspen-Mixed Conifer Forest and Woodland - High Elevation,163,163,Quaking Aspen-Subalpine Fir-Douglas Fir-3,230,Hardwood-Conifer,200,0,0.78431,0.90196,0
1021,10620,23,2310620,Inter-Mountain Basins Curl-leaf Mountain Mahogany Woodland and Shrubland,164,164,Curlleaf Mountain Mahogany-Mountain Big Sagebrush-3,19,Shrubland,191,230,0.74902,0.07451,0.90196
1022,10640,23,2310640,Colorado Plateau Mixed Low Sagebrush Shrubland,166,166,Bigelow Sage-Low Sage-4,170,Shrubland,158,215,0.6196,0.66666,0.84313
1023,10660,23,2310660,Inter-Mountain Basins Mat Saltbush Shrubland,168,168,Mat Saltbush-5,190,Shrubland,11,127,0.04313,0.74509,0.49803
1024,10780,23,2310780,Colorado Plateau Blackbrush-Mormon-tea Shrubland,176,176,Blackbrush-Mormon Tea-3,155,Shrubland,52,207,0.20392,0.60784,0.81176
1025,10800,23,2310800,Inter-Mountain Basins Big Sagebrush Shrubland,182,182,Wyoming Big Sage-Rubber Rabbitbrush-4,190,Shrubland,255,232,1,0.74509,0.9098
1026,10810,23,2310810,Inter-Mountain Basins Mixed Salt Desert Scrub,183,183,Shadscale-Winterfat-5,202,Shrubland,245,122,0.96078,0.79215,0.47843
1027,10820,23,2310820,Mojave Mid-Elevation Mixed Desert Scrub,184,184,Blackbrush-Jointfir-5,6,Shrubland,216,73,0.84705,0.02352,0.28627
1028,10860,23,2310860,Rocky Mountain Lower Montane-Foothill Shrubland,188,188,Serviceberry-Mountain Snowberry-Rockspirea-1,68,Shrubland,137,101,0.53725,0.26666,0.39607
1029,10930,23,2310930,Southern Colorado Plateau Sand Shrubland,196,196,Mormon Tea-Fringed Sage-3,219,Shrubland,134,24,0.52549,0.85882,0.09411
1030,11020,23,2311020,Colorado Plateau Pinyon-Juniper Shrubland,107,107,Two Needle Pinyon-Utah Juniper-3,0,Conifer,255,0,1,0,0
1031,11030,23,2311030,Great Basin Semi-Desert Chaparral,203,203,Pointleaf Manzanita-Desert Ceanothus-Birchleaf Mountain Mahogany-4,250,Shrubland,174,255,0.68235,0.98039,1
